v1,v2,v3,y,z1,z2
0.8592321856342957,0.8379117220169177,-0.296548262483298,1,True,True
-0.3672488908364282,-0.817466558886214,0.24925667376879757,0,False,True
-0.6321623766458111,-0.8578357500199381,0.6229966823231212,0,False,True
-0.5908794428939206,-0.1725767277278898,-0.012563766130824883,0,False,False
0.1354500581633733,-0.5687176614273286,-0.893698662359681,1,True,True
0.1910894059585031,0.03939726309941727,-0.033731361772438406,0,True,False
0.9290290394712433,0.1170280442571694,0.009268210562893398,0,True,False
0.30635419374314177,-0.05259967215393879,-0.1261643842811253,0,True,False
0.4978132750678237,-0.5682557566814628,-0.24796855577307775,1,True,True
0.3071397417034707,-0.521122229400776,0.5557560762757414,1,True,True
0.49542961854254775,-0.5665234945570174,-0.7998445784343591,1,True,True
0.9226134721456427,0.31138075626803796,-0.9670411315200242,1,True,True
-0.983223404116893,0.6927869008804513,0.5647520077405217,0,False,True
-0.7871112466045613,0.8609287866320023,0.706317403707752,0,False,True
-0.4025925724612369,0.6006110342591222,-0.552596490912229,0,False,True
0.31282236616453996,0.36145169046051406,0.2538451363842378,1,True,True
0.6196251050818695,-0.5854860836351574,-0.8706594189586925,1,True,True
0.7443518274485661,0.483319449947474,-0.5221583956043485,1,True,True
0.9292951947438604,0.39380917139160543,-0.08045392782325256,1,True,True
0.4473706938399069,-0.23648105148321963,0.32536513917780163,0,True,False
0.28495065579168255,0.7002382492828483,-0.5645967594744765,1,True,True
0.4349072416248274,0.05622236221925547,-0.06010598190107852,0,True,False
-0.06480198556140704,0.7860181379753559,0.956581969166528,0,False,True
-0.3488306449212444,0.6411187497905955,0.026107477587529404,0,False,True
-0.12071078823038106,-0.5428427611994171,-0.059737357013544434,0,False,True
0.4593781654937028,0.6412479385027359,0.33228203707439885,1,True,True
0.9880291717999239,-0.7228771497267323,0.04244094216266214,1,True,True
0.35374742354753996,-0.035065009651623624,-0.485461784012005,0,True,False
0.5816450356955771,-0.7023788871548087,0.6483358269917863,1,True,True
-0.6581714844151312,-0.10341189013639007,-0.742429737316662,0,False,False
-0.9463014484201289,0.3319129448077516,-0.6561124369296509,0,False,True
0.6007404878509215,0.5780648503656227,-0.6501761500053305,1,True,True
0.8074450764340002,0.32404151618446897,-0.23611888761369104,1,True,True
-0.9506475791414695,0.42302485772010145,-0.7968134995435254,0,False,True
-0.016505363108228144,0.775847324262213,-0.22040678303696382,0,False,True
0.05251033469971578,-0.7166494175056726,0.6198288495167301,1,True,True
0.19273202083876106,-0.7048597528972749,-0.2924964103142551,1,True,True
-0.8960849097949328,-0.34813831410013774,0.7530356058948899,0,False,True
0.7901790561078423,-0.9362523409026511,0.9176647878390725,1,True,True
0.45653236065423464,0.37552578923266555,0.6774568445740188,1,True,True
0.636700022779829,0.5294600904802838,-0.7699092336873417,1,True,True
0.00044550566889656196,-0.2999811626505162,0.12482332872152102,1,True,True
0.6203788176065095,0.23201522133621366,-0.7831239796822946,0,True,False
-0.8080629485108668,0.9169997176348854,0.7517368459834008,0,False,True
-0.562099912535813,-0.41789476677327886,-0.29998437363983155,0,False,True
-0.48256187679377494,0.37335692500816253,0.7954301712685206,0,False,True
-0.06378849209412962,-0.9155435394360838,-0.7516452158246798,0,False,True
-0.08125359479303818,-0.8749927365595067,0.27572365703683754,0,False,True
0.419019560418358,0.6287973914027287,0.7450503008438014,1,True,True
-0.6438939882329238,-0.12676327514944785,-0.9978688707437564,0,False,False
0.06289976871926806,-0.21586313590381145,-0.3905603002441145,0,True,False
-0.6645155424270286,-0.3387046406733909,-0.9423506577092875,0,False,True
